,Title,Average Score,Standard Deviation,Individual Scores,Author-defined Area
5843,Learning Team-Level Information Integration in Multi-Agent Communication,4.0,1.0,5;3;5;3,reinforcement learning
5844,VoxGenesis: Unsupervised Discovery of Latent Speaker Manifold for Speech Synthesis,4.0,1.7320508075688772,5;5;5;1,generative models
5845,Global Optimality for Non-linear Constrained Restoration Problems via Invexity,4.0,1.4142135623730951,6;3;3,optimization
5846,High variance score function estimates help diffusion models generalize,4.0,1.0,5;5;3;3,generative models
5847,Pruning-as-Reconstruct: Masked Autoencoders are Efficient Importance Indicators,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
5848,Generating Robot Policy Code for High-Precision and Contact-Rich Manipulation Tasks,4.0,1.7320508075688772,5;5;5;1,"applications to robotics, autonomy, planning"
5849,Utility-based Adaptive Teaching Strategies using Bayesian Theory of Mind,4.0,1.7888543819998317,5;5;6;1;3,"general machine learning (i.e., none of the above)"
5850,PointHR: Exploring High-Resolution Architectures for 3D Point Cloud Segmentation,4.0,1.4142135623730951,6;3;3,"representation learning for computer vision, audio, language, and other modalities"
5851,"WHICH RESTRAINS FEW-SHOT CLASS-INCREMENTAL LEARNING, FORGETTING OR FEW-SHOT LEARNING?",4.0,1.4142135623730951,3;3;6,"transfer learning, meta learning, and lifelong learning"
5852,Composite Backdoor Attacks Against Large Language Models,4.0,1.0,3;5;3;5,"societal considerations including fairness, safety, privacy"
5853,Improved DDIM Sampling with Moment Matching Gaussian Mixtures,4.0,1.0,5;3;3;5,generative models
5854,Localized Linear Temporal Dynamics for Self-supervised Skeleton Action Recognition,4.0,1.0,5;3;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5855,Uniform as Glass: Gliding over the Pareto Front with Neural Adaptive Preferences,4.0,1.0,3;5;3;5,optimization
5856,Associative Transformer is a Sparse Representation Learner,4.0,1.4142135623730951,6;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5857,Multiple Modes for Continual Learning,4.0,1.0,3;5;3;5,"general machine learning (i.e., none of the above)"
5858,One Training Fits All: Addressing Model-Heterogeneity Federated Learning via Architecture Probing,4.0,1.0,3;5;5;3,"general machine learning (i.e., none of the above)"
5859,$\sigma$-PCA: a unified neural model for linear and nonlinear principal component analysis,4.0,1.0,3;5;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5860,DeepEMD: A Transformer-based Fast Estimation of the Earth Mover’s Distance,4.0,1.0,3;5;3;5,"general machine learning (i.e., none of the above)"
5861,NeuroSURF: Neural Uncertainty-aware Robust Surface Reconstruction,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
5862,Adaptive-Solver Framework for Dynamic Strategy Selection in Large Language Model Reasoning,4.0,1.0,3;3;5;5,generative models
5863,Revisiting the Static Model in Robust Reinforcement Learning,4.0,1.0,3;3;5;5,reinforcement learning
5864,E$^{2}$GAN: Efficient Training of Efficient GANs for Image-to-Image Translation,4.0,1.0,5;3;5;3,generative models
5865,Learning Spatio-Temporal Representation for Multivariate Time Series,4.0,1.2649110640673518,3;3;6;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5866,"Learning Embodied Vision-Language Programming From Instruction, Exploration, and Environmental Feedback",4.0,1.0,5;3;5;3,"applications to robotics, autonomy, planning"
5867,"Explainable, Steerable Models with Natural Language Parameters and Constraints",4.0,1.0,3;5;3;5,"general machine learning (i.e., none of the above)"
5868,Automatic Hallucination Assessment for Aligned Large Language Models via Transferable Adversarial Attacks,4.0,1.0,3;3;5;5,generative models
5869,Reuse and Diffuse: Iterative Denoising for Text-to-Video Generation,4.0,1.0,3;5;5;3,generative models
5870,Evade ChatGPT Detectors via A Single Space,4.0,1.4142135623730951,6;3;3,"representation learning for computer vision, audio, language, and other modalities"
5871,NeuralQP: A General Hypergraph-based Optimization Framework for Large-scale Quadratically Constrained Quadratic Programs,4.0,1.7320508075688772,5;5;5;1,optimization
5872,How many samples are needed to train a deep-ReLU neural network?,4.0,1.4142135623730951,3;3;6,learning theory
5873,"A Unified Concept-Based System for Local, Global, and Misclassification Explanations",4.0,1.2649110640673518,3;3;3;5;6,visualization or interpretation of learned representations
5874,Taming AI Bots: Controllability of Neural States in Large Language Models,4.0,1.7320508075688772,5;1;5;5,visualization or interpretation of learned representations
5875,Mobile Object Rearrangement with Learned Localization Uncertainty,4.0,1.0,5;5;3;3,"applications to robotics, autonomy, planning"
5876,AgentMixer: Multi-Agent Correlated Policy Factorization,4.0,1.0,5;3;5;3,reinforcement learning
5877,Identifying Drivers of Predictive Uncertainty using Variance Feature Attribution,4.0,3.082207001484488,1;6;1;8,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
5878,AED: Adaptable Error Detection for Few-shot Imitation Policy,4.0,2.160246899469287,6;5;1,"applications to robotics, autonomy, planning"
5879,Explicit Personalization and Local Training: Double Communication Acceleration in Federated Learning,4.0,1.4142135623730951,3;6;3,optimization
5880,Unleashing the Power of Visual Prompting At the Pixel Level,4.0,1.4142135623730951,3;3;6,"representation learning for computer vision, audio, language, and other modalities"
5881,Mitigating Estimation Errors By Twin TD-Regularized Actor and Critic for Deep Reinforcement Learning,4.0,1.0,3;5;5;3,reinforcement learning
5882,DeNAV: Decentralized Self-Supervised Learning with a Training Navigator,4.0,1.0,5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5883,HawkesVAE: Sequential Patient Event Synthesis for Clinical Trials,4.0,1.0,3;3;5;5,generative models
5884,Learning Invariant Graph Representations via Virtual Environment Inference,4.0,1.0,5;3;3;5,"transfer learning, meta learning, and lifelong learning"
5885,DLCNet: Enabling Long-Range Convolution with Data Dependency,4.0,1.4142135623730951,3;6;3,"representation learning for computer vision, audio, language, and other modalities"
5886,Finite-Time Analysis of Federated Temporal Difference Learning with Linear Function Approximation under Environment and Computation Heterogeneity,4.0,1.4142135623730951,6;3;3,reinforcement learning
5887,A Theoretically Grounded Extension of Universal Attacks from the Attacker's Viewpoint,4.0,1.0,5;3;3;5,"general machine learning (i.e., none of the above)"
5888,Boosting Reinforcement Learning with Extremum Experiences,4.0,1.0,5;5;3;3,reinforcement learning
5889,Automated Search-Space Generation Neural Architecture Search,4.0,1.0,3;3;5;5,"infrastructure, software libraries, hardware, etc."
5890,Learning Communication-Efficient Optimizers,4.0,1.0,3;5;5;3,optimization
5891,Smooth Min-Max Monotonic Networks,4.0,1.4142135623730951,6;3;3,"general machine learning (i.e., none of the above)"
5892,Can Large Language Models be Good Path Planners? A Benchmark and Investigation on Spatial-Temporal Reasoning,4.0,1.0,5;5;3;3,datasets and benchmarks
5893,UMMAN: UNSUPERVISED MULTI-GRAPH MERGE ADVERSARIAL NETWORK FOR DISEASE PREDICTION BASED ON INTESTINAL FLORA,4.0,1.0,3;5;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5894,A Cooperative-Game-Theoretical Model for Ad Hoc Teamwork,4.0,1.0,3;5;3;5,reinforcement learning
5895,Encoding Ontologies with Holographic Reduced Representations for Transformers,4.0,1.4142135623730951,3;3;6,"representation learning for computer vision, audio, language, and other modalities"
5896,FedPnP:A Plug and Play Approach For Personalized Graph-Structured Federated Learning,4.0,1.0,5;3;3;5,"general machine learning (i.e., none of the above)"
5897,Rethinking the Number of Shots in Robust Model-Agnostic Meta-Learning,4.0,1.0,5;3;5;3,"transfer learning, meta learning, and lifelong learning"
5898,Information-Ordered Bottlenecks for Adaptive Dimensionality Reduction,4.0,1.0,5;3;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5899,OTMatch: Improving Semi-Supervised Learning with Optimal Transport,4.0,1.0,3;3;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5900,Local-Forward: Towards Biological Plausibility in Deep Reinforcement Learning,4.0,1.4142135623730951,3;3;6,reinforcement learning
5901,CAST: Clustering self-Attention using Surrogate Tokens for efficient transformers,4.0,1.0,3;5;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5902,What is a good question? Task-oriented asking with fact-level masking,4.0,1.4142135623730951,3;3;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5903,Analysis of a class of stochastic component-wise soft-clipping schemes,4.0,1.2649110640673518,3;3;6;5;3,optimization
5904,Quality Control at Your Fingertips: Quality-Aware Translation Models,4.0,1.4142135623730951,3;3;6,generative models
5905,Grid Cell-Inspired Fragmentation and Recall for Efficient Map Building,4.0,1.4142135623730951,6;3;3,applications to neuroscience & cognitive science
5906,"PointMLLM: Aligning multi-modality with LLM for point cloud understanding, generation and editing",4.0,1.4142135623730951,6;3;3,generative models
5907,Fooling Contrastive Language-Image Pre-Training with CLIPMasterPrints,4.0,1.4142135623730951,3;6;3,"representation learning for computer vision, audio, language, and other modalities"
5908,SocREval: LLMs with the Socratic Method for Reference-free Reasoning Evaluation,4.0,1.0,5;3;5;3,"representation learning for computer vision, audio, language, and other modalities"
5909,CFASL: Composite Factor-Aligned Symmetry Learning for Disentanglement in Variational Autoencoder,4.0,1.0,3;5;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5910,TeG-Instruct: Towards Premium Instruction-Tuning Data via Text-Grounded Task Design,4.0,1.0,5;5;3;3,datasets and benchmarks
5911,EMP-SSL: Towards Self-Supervised Learning in One Training Epoch,4.0,1.0,3;5;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5912,Learning Forward Compatible Representation in Class Incremental Learning by Increasing Effective Rank,4.0,1.0,3;5;3;5,"transfer learning, meta learning, and lifelong learning"
5913,Exploiting Implicit Rigidity Constraints via Weight-Sharing Aggregation for Scene Flow Estimation from Point Clouds,4.0,1.4142135623730951,3;3;6,"applications to robotics, autonomy, planning"
5914,Fast Stochastic Kernel Approximation by Dual Wasserstein Distance Method,4.0,2.943920288775949,8;1;3,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
5915,Adapting Retrieval Models to Task-Specific Goals using Reinforcement Learning,4.0,1.0,3;3;5;5,reinforcement learning
5916,FedEve: On Bridging the Client Drift and Period Drift for Cross-device Federated Learning,4.0,1.4142135623730951,6;3;3,"general machine learning (i.e., none of the above)"
5917,Correct-by-design Safety Critics using Non-contractive Binary Bellman Operators,4.0,1.0,3;3;5;5,reinforcement learning
5918,TPE: Towards Better Compositional Reasoning over Conceptual Tools with Multi-persona Collaboration,4.0,2.160246899469287,1;6;5,"applications to robotics, autonomy, planning"
5919,Diffusion Models as Strong Adversaries,4.0,1.0,5;5;3;3,"societal considerations including fairness, safety, privacy"
5920,Revisiting Ternary Neural Networks towards Asymmetric Thresholds and Uniform Distribution,4.0,1.0,5;3;5;3,"general machine learning (i.e., none of the above)"
5921,Improved Generalization of cGAN using Vicinal Estimation and Early Stopping,4.0,1.0,3;3;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5922,Memory-efficient particle filter recurrent neural network for object localization,4.0,2.943920288775949,3;1;8,"applications to robotics, autonomy, planning"
5923,Towards the Vulnerability of Watermarking Artificial Intelligence Generated Content,4.0,1.0,3;3;5;5,"societal considerations including fairness, safety, privacy"
5924,GraphAgent: Exploiting Large Language Models for Interpretable Learning on Text-attributed Graphs,4.0,1.0,3;5;5;3,learning on graphs and other geometries & topologies
5925,KEFI: Kernel-based Feature Identification for Generalizable Classification,4.0,1.0,3;5;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5926,Stream: A Generalized Continual Learning Benchmark and Baseline,4.0,1.0,5;3;3;5,"transfer learning, meta learning, and lifelong learning"
5927,DSparsE: Dynamic Sparse Embedding for Knowledge Graph Completion,4.0,1.0,3;5;5;3,"representation learning for computer vision, audio, language, and other modalities"
5928,Two Birds with One Stone: Protecting DNN Models Against Unauthorized Inference and Domain Transfer,4.0,1.0,5;5;3;3,"societal considerations including fairness, safety, privacy"
5929,EntProp: High Entropy Propagation via Auxiliary Batch Normalization Layers,4.0,1.0,5;3;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5930,Open the Black Box: Step-based Policy Updates for Temporally-Correlated Episodic Reinforcement Learning,4.0,1.0,5;5;3;3,"applications to robotics, autonomy, planning"
5931,POSITION EMBEDDING INTERPOLATION IS ALL YOU NEED FOR EFFICIENT IMAGE-TO-IMAGE VIT,4.0,1.0,5;3;3;5,"representation learning for computer vision, audio, language, and other modalities"
5932,On the Stochasticity in Graph Neural Networks,4.0,1.4142135623730951,3;3;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5933,SPFormer: Enhancing Vision Transformer with Superpixel Representation,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
5934,TCD: TEXT IMAGE CHANGE DETECTION FOR MULTILINGUAL DOCUMENT COMPARISON,4.0,1.0,5;3;5;3,"representation learning for computer vision, audio, language, and other modalities"
5935,Staleness-based subgraph sampling for large-scale GNNs training,4.0,1.0,3;5;5;3,learning on graphs and other geometries & topologies
5936,Contrastive Post-training Large Language Models on Data Curriculum,4.0,1.0,5;3;5;3,"representation learning for computer vision, audio, language, and other modalities"
5937,Unifying Model-Based and Model-Free Reinforcement Learning with Equivalent Policy Sets,4.0,1.0,5;3;5;3,reinforcement learning
5938,Token Alignment via Character Matching for Subword Completion,4.0,1.0,5;3;5;3,generative models
5939,Towards Greener and Sustainable Airside Operations: A Deep Reinforcement Learning Approach to Pushback Rate Control for Mixed-Mode Runways,4.0,1.0,3;3;5;5,"applications to robotics, autonomy, planning"
5940,Video Anomaly Detection via Semantic Attributes,4.0,1.0,5;3;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5941,D^3: Distributional Dataset Distillation with Latent Priors,4.0,1.4142135623730951,3;3;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5942,HHD-Ethiopic: A Historical Handwritten Dataset for Ethiopic OCR with Baseline Models and Human-level Performance,4.0,1.0,3;3;5;5,datasets and benchmarks
5943,Proactive Learning: Search-augmented learning using Pre-trained Models,4.0,1.4142135623730951,3;6;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5944,CARD: Certifiable Reweighting for Single Domain Generalization Object Detection,4.0,1.0,5;3,"representation learning for computer vision, audio, language, and other modalities"
5945,Benchmarking the Robustness of Cross-view Geo-localization Models,4.0,1.4142135623730951,3;6;3,datasets and benchmarks
5946,FPTQ: FINE-GRAINED POST-TRAINING QUANTIZATION FOR LARGE LANGUAGE MODELS,4.0,1.4142135623730951,3;3;6,"general machine learning (i.e., none of the above)"
5947,Wasserstein Distortion: Unifying fidelity and realism,4.0,1.0,3;5;3;5,"representation learning for computer vision, audio, language, and other modalities"
5948,Energy Calibration Head: A Plug-In Neural Network Head with Human-like Uncertainty,4.0,1.0,3;5;3;5,"general machine learning (i.e., none of the above)"
5949,Towards Understanding Neural Collapse: The Effects of Batch Normalization and Weight Decay,4.0,1.0,5;5;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5950,Molecular Conformation Generation via Shifting Scores,4.0,1.0,3;5;5;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
5951,Characterizing Robust Overfitting in Adversarial Training via Cross-Class Features,4.0,1.0,5;3;3;5,"societal considerations including fairness, safety, privacy"
5952,Cross-domain Few-shot Classification via Invariant-content Feature Reconstruction,4.0,1.4142135623730951,3;3;6,"transfer learning, meta learning, and lifelong learning"
5953,Absolute Policy Optimization,4.0,1.0,5;5;3;3,reinforcement learning
5954,Sparse Training of Discrete Diffusion Models for Graph Generation,4.0,1.0,5;5;3;3,generative models
5955,Connecting the Patches: Multivariate Long-term Forecasting using Graph and Recurrent Neural Network,4.0,1.4142135623730951,6;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5956,Capturing The Channel Dependency Completely Via Knowledge-Episodic Memory For Time Series Forecasting,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
5957,Neuron to Graph: Interpreting Language Model Neurons at Scale,4.0,1.7888543819998317,6;5;1;3;5,visualization or interpretation of learned representations
5958,Enhancing Precision Drug Recommendations via Fine-grained Exploration of Motif Relationships,4.0,1.0,5;5;3;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
5959,ReLU soothes NTK conditioning and accelerates optimization for wide neural networks,4.0,1.0,3;3;5;5,optimization
5960,PEACH: Pretrained-embedding Explanation Across Contextual and Hierarchical Structure,4.0,1.4142135623730951,6;3;3,visualization or interpretation of learned representations
5961,Fairness Under Demographic Scarce Regime,4.0,1.4142135623730951,6;3;3,"societal considerations including fairness, safety, privacy"
5962,Polarity-Aware Semantic Retrieval with Fine-Tuned Sentence Embeddings,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
5963,Does GPT-4 have good intuition about functions?,4.0,1.4142135623730951,3;6;3,generative models
5964,CARSO: Blending Adversarial Training and Purification Improves Adversarial Robustness,4.0,1.7320508075688772,1;5;5;5,"societal considerations including fairness, safety, privacy"
5965,RetroTune: Mitigating spurious features via retrospective fine-tuning,4.0,1.0,3;3;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5966,Sequence-Level Certainty Reduces Hallucination In Knowledge-Grounded Dialogue Generation,4.0,1.0,5;5;3;3,generative models
5967,Hierarchical GFlownet for Crystal Structure Generation,4.0,1.0,3;5;3;5,"applications to physical sciences (physics, chemistry, biology, etc.)"
5968,Tackling Non-Stationarity in Reinforcement Learning via Causal-Origin Representation,4.0,2.0,3;3;3;8;3,reinforcement learning
5969,Prompt Backdoors in Visual Prompt Learning,4.0,1.0,3;5;3;5,"societal considerations including fairness, safety, privacy"
5970,Revisitng graph neural networks for traffic forecasting,4.0,1.0,3;5;3;5,learning on graphs and other geometries & topologies
5971,PROSPECT: Learn MLPs Robust against Graph Adversarial Structure Attacks,4.0,1.0,5;3;5;3,"societal considerations including fairness, safety, privacy"
5972,FHA-Kitchens: A Novel Dataset for Fine-Grained Hand Action Recognition in Kitchen Scenes,4.0,1.0,5;3;5;3,datasets and benchmarks
5973,Equivariant Protein Multi-task Learning,4.0,1.0,5;5;3;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
5974,Self-supervised debiasing using low rank regularization,4.0,1.4142135623730951,3;6;3,"societal considerations including fairness, safety, privacy"
5975,Approximate Clustering for Extracting Task Relationships in Multi-Instruction Tuning,4.0,1.4142135623730951,6;3;3,"transfer learning, meta learning, and lifelong learning"
5976,Revisiting Few-Shot Object Detection using Vision-Language Models,4.0,1.0,5;3;5;3,"transfer learning, meta learning, and lifelong learning"
5977,E-MCTS: Deep Exploration by Planning with Epistemic Uncertainty,4.0,1.0,3;5;3;5,reinforcement learning
5978,QuantEase: Optimization-based Quantization for Large Language Models,4.0,1.4142135623730951,3;3;6,optimization
5979,Counterfactual Fairness With the Human in the Loop,4.0,1.0,5;3;3;5,"societal considerations including fairness, safety, privacy"
5980,Culture in Artificial Intelligence: A Literature Review & Proposal,4.0,2.943920288775949,1;3;8,"societal considerations including fairness, safety, privacy"
5981,Adapting Cross-View Localization to New Areas without Ground Truth Positions,4.0,1.0,5;3,"applications to robotics, autonomy, planning"
5982,Flashback: Understanding and Mitigating Forgetting in Federated Learning,4.0,1.0,5;5;3;3,"general machine learning (i.e., none of the above)"
5983,OfflineLight: An Offline Reinforcement Learning Model for Traffic Signal Control,4.0,1.4142135623730951,3;6;3,reinforcement learning
5984,Efficient Multi-task Reinforcement Learning via Selective Behavior Sharing,4.0,1.0,5;3;3;5,reinforcement learning
5985,Corrupting Unbounded Unlearnable Datasets with Pixel-based Image Transformations,4.0,1.4142135623730951,3;3;6,"representation learning for computer vision, audio, language, and other modalities"
5986,Enhancing Group Fairness in Federated Learning through Personalization,4.0,1.0,3;3;5;5,"societal considerations including fairness, safety, privacy"
5987,ON TRAINING DERIVATIVE-CONSTRAINED NEURAL NETWORKS,4.0,1.4142135623730951,6;3;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
5988,Quality Diversity through Human Feedback,4.0,1.0,5;3;5;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
5989,StudentEval: A Benchmark of Student-Written Prompts for Large Language Models of Code,4.0,1.0,5;5;3;3,datasets and benchmarks
5990,The Pitfalls and Promise of Conformal Inference Under Adversarial Attacks,4.0,1.4142135623730951,6;3;3,"societal considerations including fairness, safety, privacy"
5991,Image-driven Video Editing with Latent Diffusion Models,4.0,1.0,5;3;5;3,generative models
5992,A Geometric Analysis of Multi-label Learning under Pick-all-label Loss via Neural Collapse,4.0,1.4142135623730951,3;6;3,visualization or interpretation of learned representations
5993,Overcoming Generic Knowledge Loss with Selective Parameter Update,4.0,1.0,5;3;3;5,"transfer learning, meta learning, and lifelong learning"
5994,What does GPT store in its MLP weights? A case study of long-range dependencies,4.0,1.4142135623730951,3;6;3,visualization or interpretation of learned representations
5995,Cont-GRU: Fully Continuous Gated Recurrent Units for Irregular Time Series,4.0,1.0,5;3;3;5,"general machine learning (i.e., none of the above)"
5996,DISCRET: a self-interpretable framework for treatment effect estimation,4.0,1.0,3;3;5;5,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
5997,LOQA: Learning with Opponent Q-Learning Awareness,4.0,1.2649110640673518,3;6;3;5;3,reinforcement learning
5998,Source-free Cross-modal Knowledge Transfer by Unleashing the Potential of Task-Irrelevant Data,4.0,1.0,5;3;3;5;3;5,"transfer learning, meta learning, and lifelong learning"
5999,Complex Logical Reasoning over Knowledge Graphs using Large Language Models,4.0,1.0,3;5;5;3,learning on graphs and other geometries & topologies
6000,$\beta$-DQN: Diverse Exploration via Learning a Behavior Function,4.0,1.2649110640673518,6;5;3;3;3,reinforcement learning
6001,Optimized Large Language Models Accurately Identify Recurrence of VT After Ablation from Complex Medical Notes: Will Chart Review Become Obsolete?,4.0,1.4142135623730951,3;6;3,"representation learning for computer vision, audio, language, and other modalities"
6002,Conformal Normalization in Recurrent Neural Network of Grid Cells,4.0,1.0,3;5;3;5,applications to neuroscience & cognitive science
6003,On the Generalization of Gradient-based Neural Network Interpretations,4.0,1.4142135623730951,3;6;3,visualization or interpretation of learned representations
6004,Deep Neural Networks Can Learn Generalizable Same-Different Visual Relations,4.0,1.0,5;3;5;3,applications to neuroscience & cognitive science
6005,BENCHMARKING SEQUENTIAL VISUAL INPUT REASONING AND PREDICTION IN MULTIMODAL LARGE LANGUAGE MODELS,4.0,1.0,5;3;3;5,datasets and benchmarks
6006,Node Classification in the Heterophilic Regime via Diffusion-Jump GNNs,4.0,2.943920288775949,3;1;8,learning on graphs and other geometries & topologies
6007,Generative Models are Self-Watermarked: Intellectual Property Declaration through Re-Generation,4.0,1.0,3;3;5;5,"societal considerations including fairness, safety, privacy"
6008,Implicit Neural Representation Image Codec with Mixed Context for Fast Decoding,4.0,1.4142135623730951,3;6;3,"representation learning for computer vision, audio, language, and other modalities"
6009,A Causal Ordering Prior for Unsupervised Representation Learning,4.0,1.0,3;3;5;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6010,LAVITA: Latent Video Diffusion Models with Spatio-temporal Transformers,4.0,1.0,5;5;3;3,generative models
6011,Individual/Joint Deblurring and Low-Light Image Enhancement in One Go via Unsupervised Deblurring Paradigm,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
6012,Reward-Free Exploration by Conditional Divergence Maximization,4.0,1.0,5;3;5;3,reinforcement learning
6013,Identifying Interpretable Features in Convolutional Neural Networks,4.0,1.7320508075688772,5;5;1;5,visualization or interpretation of learned representations
6014,In-context Curriculum for Mathematical Reasoning in Small Language Models,4.0,1.2649110640673518,3;3;3;6;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6015,Structured Pruning of CNNs at Initialization,4.0,1.0,3;3;5;5,"infrastructure, software libraries, hardware, etc."
6016,Chat-3D: Data-efficiently Tuning Large Language Model for Universal Dialogue of 3D Scenes,4.0,1.0,3;3;5;5,"representation learning for computer vision, audio, language, and other modalities"
6017,Chain of Images for Intuitively Reasoning,4.0,1.0,5;3;3;5,causal reasoning
6018,Formally Specifying the High-Level Behavior of LLM-Based Agents,4.0,1.2649110640673518,5;3;6;3;3,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
6019,EventCLIP: Adapting CLIP for Event-based Object Recognition,3.8333333333333335,1.2133516482134197,6;3;5;3;3;3,"transfer learning, meta learning, and lifelong learning"
6020,RACH-Space: Reconstructing Adaptive Convex Hull Space with applications in weak supervision,3.8,0.9797958971132712,3;5;5;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6021,AV-CPL: Continuous Pseudo-Labeling for Audio-Visual Speech Recognition,3.8,0.9797958971132712,3;5;5;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6022,DST-Det: Simple Dynamic Self-Training for Open-Vocabulary Object Detection,3.8,0.9797958971132712,3;3;5;5;3,"representation learning for computer vision, audio, language, and other modalities"
6023,Why are Modern GANs Poor Density Models?,3.8,0.9797958971132712,3;5;5;3;3,generative models
6024,Jensen-Shannon Divergence Based Novel Loss Functions for Bayesian Neural Networks,3.8,0.9797958971132712,3;5;5;3;3,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
6025,A Label is a Label is a Label: Relation Augmentation for Scene Graph Generation,3.8,0.9797958971132712,5;5;3;3;3,"representation learning for computer vision, audio, language, and other modalities"
6026,Marginal Benefit Induced Unsupervised Environment Design,3.8,0.9797958971132712,3;5;3;5;3,reinforcement learning
6027,A Critical Look at Classic Test-Time Adaptation Methods in Semantic Segmentation,3.8,0.9797958971132712,3;5;5;3;3,"transfer learning, meta learning, and lifelong learning"
6028,Large Pre-trained time series models for cross-domain Time series analysis tasks,3.8,0.9797958971132712,3;5;5;3;3,"general machine learning (i.e., none of the above)"
6029,Village-Net clustering: A novel unsupervised manifold clustering method,3.8,0.9797958971132712,3;5;3;5;3,learning on graphs and other geometries & topologies
6030,GNRK: Graph Neural Runge-Kutta method for solving partial differential equations,3.8,0.9797958971132712,5;3;3;5;3,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
6031,Lightweight uncertainty modelling using function space particle optimization,3.8,0.9797958971132712,3;5;3;5;3,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
6032,Enhancing Graph Injection Attacks Through Over-Smoothing Amplification,3.8,0.9797958971132712,3;5;5;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6033,MoDA: Mixture of Domain Adapters for Parameter-efficient Generalizable Person Re-Identification,3.8,0.9797958971132712,3;5;3;5;3,"representation learning for computer vision, audio, language, and other modalities"
6034,Bandwidth Selection for Gaussian Kernel Ridge Regression via Jacobian Control,3.8,0.9797958971132712,5;3;3;3;5,"metric learning, kernel learning, and sparse coding"
6035,A Generative Augmentation Framework for Contrastive Learning,3.8,0.9797958971132712,3;5;3;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6036,A space-continuous implementation of Proper Orthogonal Decomposition by means of Neural Networks,3.8,0.9797958971132712,5;3;5;3;3,"general machine learning (i.e., none of the above)"
6037,STUDY: Socially Aware Temporally Causal Decoder Recommender Systems,3.8,1.6,5;3;5;1;5,"general machine learning (i.e., none of the above)"
6038,Beyond Conservatism: Diffusion Policies in Offline Multi-agent Reinforcement Learning,3.8,0.9797958971132712,5;3;5;3;3,reinforcement learning
6039,"Large Language Models can $\textit{Share}$ Images, Too!",3.8,0.9797958971132712,3;3;5;5;3,"general machine learning (i.e., none of the above)"
6040,MultiHot Embedding: A Multiple Activation Embedding Model for Numerical Features in Deep Learning,3.8,0.9797958971132712,3;3;5;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
